No.,Channel Name,Receive Frequency,Transmit Frequency,Channel Type,Transmit Power,Band Width,CTCSS/DCS Decode,CTCSS/DCS Encode,Contact,Contact Call Type,Contact TG/DMR ID,Radio ID,Busy Lock/TX Permit,Squelch Mode,Optional Signal,DTMF ID,2Tone ID,5Tone ID,PTT ID,Color Code,Slot,Scan List,Receive Group List,TX Prohibit,Reverse,Simplex TDMA,TDMA Adaptive,AES Digital Encryption,Digital Encryption,Call Confirmation,Talk Around,Work Alone,Custom CTCSS,2TONE Decode,Ranging,Through Mode,Digi APRS RX,Analog APRS PTT Mode,Digital APRS PTT Mode,APRS Report Type,Digital APRS Report Channel,Correct Frequency[Hz],SMS Confirmation,Exclude channel from roaming,DMR MODE,DataACK Disable,R5toneBot,R5ToneEot,Auto Scan,Ana Aprs Mute,Send Talker Alias
700,4RVR State Link,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
701,4RVR AU Nets,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
702,4RVR AU Repeat 1,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
703,4RVR AU Repeat 2,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
704,4RVR User Act 1,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
705,4RVR User Act 2,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
706,4RVR World Eng,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
708,5RDM AU,439.85,434.85,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
709,5RDM BM ACT,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM ACT,Group Call,5051,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
710,5RDM BM NSW,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM NSW,Group Call,5052,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
711,5RDM BM Vic,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM Vic,Group Call,5053,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
712,5RDM BM Qld,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM Qld,Group Call,5054,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
713,5RDM BM SA,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM SA,Group Call,5055,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
714,5RDM BM WA,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM WA,Group Call,5056,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
715,5RDM BM Tas,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM Tas,Group Call,5057,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
716,5RDM BM NT,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM NT,Group Call,5058,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
717,5RDM Local,439.85,434.85,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
718,5RDM State Link,439.85,434.85,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
719,5RDM BM Pac Rim,439.85,434.85,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
720,5RDM BM World,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM Worldwide,Group Call,91,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
721,5RDM BM Wrld Eng,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM Worldwide Eng,Group Call,913,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
722,5RDM BM Eur Eng,439.85,434.85,D-Digital,High,12.5K,Off,Off,BM Europe Eng,Group Call,923,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
724,5RSF AU,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
725,5RSF ACT,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
726,5RSF NSW,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
727,5RSF Vic,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
728,5RSF Qld,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
729,5RSF SA,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
730,5RSF WA,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
731,5RSF Tas,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
732,5RSF NT,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
733,5RSF Local,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
734,5RSF State Link,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
735,5RSF AU Nets,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU Nets,Group Call,5,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
736,5RSF AU Repeat 1,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU Repeater 1,Group Call,3809,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
737,5RSF AU Repeat 2,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,AU Repeater 2,Group Call,3810,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
738,5RSF User Act 1,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,User Act Eng 1,Group Call,113,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
739,5RSF User Act 2,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,User Act Eng 2,Group Call,123,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
740,5RSF World Eng,438.8375,431.8375,D-Digital,High,12.5K,Off,Off,Worldwide Eng,Group Call,13,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
742,6RDM AU,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
743,6RDM BM ACT,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM ACT,Group Call,5051,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
744,6RDM BM NSW,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM NSW,Group Call,5052,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
745,6RDM BM Vic,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM Vic,Group Call,5053,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
746,6RDM BM Qld,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM Qld,Group Call,5054,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
747,6RDM BM SA,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM SA,Group Call,5055,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
748,6RDM BM WA,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM WA,Group Call,5056,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
749,6RDM BM Tas,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM Tas,Group Call,5057,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
750,6RDM BM NT,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM NT,Group Call,5058,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
751,6RDM Local,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
752,6RDM State Link,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
753,6RDM BM Pac Rim,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
754,6RDM BM World,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM Worldwide,Group Call,91,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
755,6RDM BM Wrld Eng,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM Worldwide Eng,Group Call,913,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
756,6RDM BM Eur Eng,439.8625,434.8625,D-Digital,High,12.5K,Off,Off,BM Europe Eng,Group Call,923,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
758,6RLM AU,438.525,431.525,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
759,6RLM BM ACT,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM ACT,Group Call,5051,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
760,6RLM BM NSW,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM NSW,Group Call,5052,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
761,6RLM BM Vic,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM Vic,Group Call,5053,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
762,6RLM BM Qld,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM Qld,Group Call,5054,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
763,6RLM BM SA,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM SA,Group Call,5055,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
764,6RLM BM WA,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM WA,Group Call,5056,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
765,6RLM BM Tas,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM Tas,Group Call,5057,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
766,6RLM BM NT,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM NT,Group Call,5058,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
767,6RLM Local,438.525,431.525,D-Digital,High,12.5K,Off,Off,Local,Group Call,9,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
768,6RLM State Link,438.525,431.525,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
769,6RLM BM Pac Rim,438.525,431.525,D-Digital,High,12.5K,Off,Off,Worldwide,Group Call,1,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
770,6RLM BM World,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM Worldwide,Group Call,91,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
771,6RLM BM Wrld Eng,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM Worldwide Eng,Group Call,913,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
772,6RLM BM Eur Eng,438.525,431.525,D-Digital,High,12.5K,Off,Off,BM Europe Eng,Group Call,923,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,1,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
774,7RAD AU,438.675,431.675,D-Digital,High,12.5K,Off,Off,AU,Group Call,505,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
775,7RAD ACT,438.675,431.675,D-Digital,High,12.5K,Off,Off,ACT,Group Call,3801,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
776,7RAD NSW,438.675,431.675,D-Digital,High,12.5K,Off,Off,NSW,Group Call,3802,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
777,7RAD Vic,438.675,431.675,D-Digital,High,12.5K,Off,Off,Vic,Group Call,3803,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
778,7RAD Qld,438.675,431.675,D-Digital,High,12.5K,Off,Off,Qld,Group Call,3804,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
779,7RAD SA,438.675,431.675,D-Digital,High,12.5K,Off,Off,SA,Group Call,3805,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
780,7RAD WA,438.675,431.675,D-Digital,High,12.5K,Off,Off,WA,Group Call,3806,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
781,7RAD Tas,438.675,431.675,D-Digital,High,12.5K,Off,Off,Tas,Group Call,3807,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
782,7RAD NT,438.675,431.675,D-Digital,High,12.5K,Off,Off,NT,Group Call,3808,VKXXXX Name,Different Color Code,Carrier,Off,1,1,1,Off,1,2,None,None,Off,Off,Off,Off,Normal Encryption,Off,Off,Off,Off,251.1,0,Off,Off,Off,Off,Off,Off,1,0,Off,0,0,0,0,0,0,0,0
